IU Barcode,MDPI Barcode,Title(s) on Media,Series Title(s),Series Part(s),Country(s) of Origin,Title(s) Summary,Title(s) Original Identifiers,Title(s) Publishers,Title(s) Creators,Title(s) Genres,Title(s) Forms,Title(s) Dates,Title(s) Locations,Title(s) Notes,Title(s) Subject,Title(s) Name Authority,IUCat Title Control Number(s),Catalog Key(s),Alternative Title(s),Media Type,Medium,Version,Unit,Collection,Gauge,Generation,Generation Notes,Can Size,Footage,Duration,Reel Dates,Base,Stock,Original Identifiers,Reel Number,Multiple Items in Can,Picture Type,Frame Rate,Color,Aspect Ratio,Anamorphic,Sound,Captions/Subtitles,Format Type,Content Type,Sound Field,Track Count,Languages,Format Notes,Accompanying Documentation,Accompanying Documentation Location,Overall Condition,Condition Notes,Research Value,Research Value Notes,AD Strip,Shrinkage,Mold,Conditions,Missing Footage,Miscellaneous,Conservation Actions
30000149089140,,Automated Deflashing System for Molded Plastic Parts,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,Wrapped in paper.,,,,,,0.5,,,,,,Recanned
30000149089207,,Harrison Hall,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149089223,,[Untitled Frink],"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,Wrapped in paper.,,,,,,0.5,,,,,,Placed in can
30000149089231,,AWWI TV Spot,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,400,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,Wrapped in paper,,,,,,0.5,,,,,,Placed in can
30000149089306,,WFI Long Beach Coral Sea Deck cleaner,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Work Print,,400,,,,"","",,,No,"",,"","",,,No,"","","",,,workprint (cut),,,,,,,0.5,,,,,,Recanned
30000149784351,,Lorco,"","","","","",Frink Film Studio [TBD],"","","","","",conclusion | cut to 5 min version | Const detail,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149784385,,Wheelabrator German Vibrator,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149806352,,Morrison Lake,"","","","","",Gen Chem [TBD],"","","","1988 [TBD], 1989/03/16 [TBD], 1988/09/07 [TBD]","",final mix | unedited rough cut,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",1315,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149806725,,Blast Cleaning of Steel,"","","","","","Wheelabrator [TBD], Frink Film Studio [TBD]","","","","1974/11/14 [TBD], 1974/11/27 [TBD]","","","","",,,,Moving Image,Film,Revised,"Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149809257,,Gilbert,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149809265,,Gilbert's,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149809273,,Gilbert,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149809281,,Archway General Store,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149809315,,First National Bank,"","","","","",Frink Film Studio [TBD],"","","",1952/12/08 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149820064,,"Misc. sections, WA Foundry film","","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",EK 5808,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149820643,,Morrison Lakes,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149830568,,"Shurfine, Mother Hubbard TV","","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149830584,,"Shurfine, Mother Hubbard TV","","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149830592,,Miles Lab,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,Silent,No,"","","",,,,reel wrapped in paper,,,,,,0.5,,,,,,Recanned
30000149830600,,Miles Lab,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,Silent,No,"","","",,,,reel wrapped in paper,,,,,,0.5,,,,,,Recanned
30000149830626,,Rapistan Flow Rack,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,No can.,,,,,,0.5,,,,,,Placed in can
30000149830634,,1969 Skamper,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,Sound,No,Optical,"","",,,,,,,,,,0.5,,,,,,Placed in can
30000149830642,,Skamper,"","","","","",Frink Film Studio [TBD],"","","",1968 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149830659,,AMF Skamper presents Fifth Wheel,"","","","","",Frink Film Studio [TBD],"","","","","",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149830733,,Oil Hole T Slots,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,8mm,"",,400,,,,"","",104925,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149830857,,Wheelabrator Blastrac,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149830865,,Wheelabrator Blastrac,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, B Roll",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,Shot list; timing tape,"Box 6, Folder 027",,,,,0.5,,,,,,Placed in can
30000149830873,,Wheelabrator Blastrac,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Reversal, B Roll",,400,,,,"","",,,No,"",,"Eco, Color","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149830931,,Dollie Polish TV,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"A Roll, B Roll",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,TV A/B,Precision Film Lab Printing and Cleaning Record,,,,,,0.5,,,,,,Recanned
30000149830949,,Dollie Polish TV,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"A Roll, B Roll",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,TV A/B,Precision Film Lab Printing and Cleaning Record,"Box 6, Folder 041",,,,,0.5,,,,,,Recanned
30000149831103,,Woodframe Engineering (Holiday Rambler),"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,Includes Timing Sheet and Exposure Sheet,"Box 5, Folder 63",,,,,0.5,,,,,,Recanned
30000149831152,,Alumaframe Engineering,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"B Roll, Camera Original",,400,,,,"","",5325,,No,"",,"Ektachrome, Color","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831400,,Key Scene OK (from leader),"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149831715,,A Case in Point,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"B Roll, Camera Original",,400,,,,"","",,,No,"",,"Kodachrome, Color","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831731,,A Case in Point,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Negative,,400,,,,"","",W-201,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149831749,,Sheridan Paper Stuffing Machine,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Camera Original,,400,,,,"","",W-4067,,No,"",,"Kodachrome, Color","",,,No,"","","",,,,Printing/cleaning record; hand-written note,"Box 6, Folder 026",,,,,0.5,,,,,,Recanned
30000149831830,,Cisco Kid Spot,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, B Roll",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,0.5,,,,,,Recanned
30000149831863,,Cisco Kid TV Spots,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Negative,,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,0.5,,,,,,Recanned
30000149831871,,Cisco Kid,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, A Roll",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,0.5,,,,,,Recanned
30000149831996,,Academy Leader,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149832499,,Steel Abrasives,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,0.5,,,,,,Recanned
30000149832572,,Alcohol: What's In It For Me?,"","","","","","Frink Film Studio [TBD], Perennial [TBD]","","","","1975/10/27 [TBD], 1975/10/24 [TBD], 1976/01/01 [TBD]","",test | First Test Print,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,B Roll,,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149832788,,Holiday Royal,"","","","","",Frink Film Studio [TBD],"","","","1972/03/21 [TBD], 1972 [TBD]","",Revised | Revised | origina | Revised | Revised | Revised,"","",,,,Moving Image,Film,Revised,"Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,"Yes, exposure sheet","Box 6, Folder 038",,,,,0.5,,,,,,Recanned
30000149832879,,Holiday Rambler TV Spots,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,400,,,,"","",51172,,No,"",,"","",,,No,"","","",,,,"Yes, wrapped in paper and also includes timing sheet","Box 6, Folder 040",,,,,0.5,,,,,,Recanned
30000149832887,,Holiday Rambler TV Spots,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",51172,,No,"",,"","",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,0.5,,,,,,Recanned
30000149833141,,Reddi-Maid Navan-TV Part 1,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",DN61-180,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149833158,,Reddi-Maid Navan-TV Part 2,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",DN61-180,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149833166,,Reddi-Maid Navan-TV Part 2,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",DN61-180,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149834206,,1969 Skamper,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, A Roll",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, exposure sheet and timing sheet. Also wrapped in paper",,,,,,0.5,,,,,,Recanned
30000149834511,,Sale of Century Skamper,"","","","","","","","","","","",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149834610,,Trial MLX Soda Ash,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149834628,,[Untitled Frink],"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149834669,,[Untitled Frink],"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
